,name,timestamp,week,symbol,compound,positive,negative,neutral,add
255,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
256,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
257,SatoshiLite,Nov/06/2017,45,Bitcoin,0.5574,0.261,0.0,0.739,1
258,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0926,0.177,0.157,0.666,1
259,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.4939,0.0,0.225,0.775,1
260,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
261,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.1027,0.0,0.097,0.903,1
262,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.2755,0.0,0.11,0.89,1
263,SatoshiLite,Nov/06/2017,45,Bitcoin,0.34,0.112,0.0,0.888,1
264,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
265,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.296,0.0,0.145,0.855,1
266,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
267,SatoshiLite,Nov/06/2017,45,Bitcoin,0.1655,0.088,0.0,0.912,1
268,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
269,SatoshiLite,Nov/06/2017,45,Bitcoin,0.7269,0.289,0.0,0.711,1
270,SatoshiLite,Nov/06/2017,45,Bitcoin,0.7096,0.282,0.0,0.718,1
271,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.5007,0.0,0.168,0.832,1
272,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
273,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
274,SatoshiLite,Nov/06/2017,45,Bitcoin,0.2732,0.149,0.0,0.851,1
275,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
276,SatoshiLite,Nov/06/2017,45,Bitcoin,0.1764,0.126,0.098,0.775,1
277,SatoshiLite,Nov/06/2017,45,Bitcoin,0.1477,0.133,0.107,0.76,1
278,SatoshiLite,Nov/06/2017,45,Bitcoin,0.0,0.0,0.0,1.0,1
279,SatoshiLite,Nov/06/2017,45,Bitcoin,-0.2732,0.0,0.149,0.851,1
280,SatoshiLite,Nov/06/2017,45,Bitcoin,0.5106,0.155,0.0,0.845,1
281,SatoshiLite,Nov/06/2017,45,Bitcoin,0.4404,0.127,0.0,0.873,1
282,SatoshiLite,Nov/05/2017,44,Bitcoin,0.0,0.0,0.0,1.0,1
283,SatoshiLite,Nov/05/2017,44,Bitcoin,0.0,0.0,0.0,1.0,1
284,SatoshiLite,Nov/05/2017,44,Bitcoin,0.0772,0.131,0.117,0.751,1
285,SatoshiLite,Nov/05/2017,44,Bitcoin,0.6318,0.34,0.0,0.66,1
286,SatoshiLite,Nov/05/2017,44,Bitcoin,-0.0992,0.07,0.121,0.81,1
