,Date,Period,Open,High,Low,Close,Adj Close,Volume,Percentage Change in Volume,Percentage Change in Price
0,1/1/2017,1,963.3800050000001,1150.630005,806.659973,888.8699949999999,888.8699949999999,870316976,,
1,1/8/2017,2,888.8699949999999,936.1300050000001,739.549988,819.630005,819.630005,538236894,-0.3815622252093127,-0.07789664449186395
2,1/15/2017,3,819.630005,928.929993,808.630005,919.840027,919.840027,305189873,-0.4329822492621622,0.12226251038723257
3,1/22/2017,4,919.840027,938.3800050000001,883.6300050000001,918.51001,918.51001,234369803,-0.23205249015585783,-0.0014459220744478252
4,1/29/2017,5,918.51001,1041.040039,911.51001,1031.849976,1031.849976,277195041,0.18272506718794324,0.12339546087254938
5,2/5/2017,6,1031.849976,1073.030029,924.650024,1008.320007,1008.320007,409135898,0.47598563280213946,-0.022803672575750444
6,2/12/2017,7,1008.320007,1063.209961,975.099976,1052.280029,1052.280029,224776336,-0.4506071525407922,0.04359729222351927
7,2/19/2017,8,1052.280029,1211.73999,1037.670044,1149.050049,1149.050049,424037630,0.8864869743227775,0.0919622318518789
8,2/26/2017,9,1149.050049,1291.349976,1130.609985,1264.319946,1264.319946,432637088,0.020279940721298795,0.10031755979673607
9,3/5/2017,10,1264.319946,1330.420044,988.6900019999999,1179.219971,1179.219971,673363231,0.5564158729729616,-0.06730889223826264
10,3/12/2017,11,1179.219971,1260.23999,940.179993,971.3800050000001,971.3800050000001,794424223,0.1797855695509456,-0.17625207434686496
11,3/19/2017,12,971.3800050000001,1125.530029,890.429993,966.2999880000001,966.2999880000001,701079930,-0.11749930364346406,-0.005229690722324487
12,3/26/2017,13,966.2999880000001,1103.73999,946.650024,1086.119995,1086.119995,559615171,-0.2017812134488003,0.12399876693364908
13,4/1/2017,14,1086.119995,1201.550049,1074.209961,1180.780029,1180.780029,567984053,0.014954708938725414,0.08715430563452609
14,4/8/2017,15,1180.780029,1229.569946,841.5300289999999,1176.98999,1176.98999,371698651,-0.34558259331974595,-0.0032097756626268126
15,4/15/2017,16,1176.98999,1256.969971,1166.73999,1240.890015,1240.890015,374067689,0.006373544788571106,0.05429105221192221
16,4/22/2017,17,1240.890015,1356.150024,1223.060059,1336.280029,1336.280029,481653290,0.2876099811978148,0.07687225527396979
17,4/29/2017,18,1336.280029,1609.839966,1309.660034,1545.290039,1545.290039,919626179,0.9093115278004227,0.156411833945024
18,5/6/2017,19,1545.290039,1864.7600100000002,1495.180054,1763.7399899999998,1763.7399899999998,1181148118,0.2843785278974751,0.14136501594313322
19,5/13/2017,20,1763.7399899999998,2048.449951,1653.719971,2040.180054,2040.180054,1019479639,-0.13687400973363784,0.15673515686402295
20,5/20/2017,21,2040.180054,2781.76001,1868.560059,2052.429932,2052.429932,2649738162,1.599108467334481,0.006004312205671658
21,5/27/2017,22,2052.429932,2582.77002,2051.070068,2545.429932,2545.429932,1669164271,-0.3700644482773615,0.24020308431167425
22,6/3/2017,23,2545.429932,2931.23999,2478.179932,2900.25,2900.25,1950780471,0.16871688718287925,0.13939494603224456
23,6/10/2017,24,2900.25,2985.060059,2125.560059,2655.100098,2655.100098,2729039838,0.39894769225419413,-0.08452716214119471
24,6/17/2017,25,2655.100098,2804.409912,2488.590088,2590.050049,2590.050049,1652510258,-0.3944719182952433,-0.024500036382432477
25,6/24/2017,26,2590.050049,2660.659912,2309.6298829999996,2424.610107,2424.610107,1820174844,0.10146054173540864,-0.06387519116237739
26,7/1/2017,27,2424.610107,2658.72998,2375.860107,2564.860107,2564.860107,1343474888,-0.2618978927059603,0.05784435179705372
27,7/8/2017,28,2564.860107,2576.72998,1974.030029,1975.0799559999998,1975.0799559999998,1782924569,0.32709928925742604,-0.22994632315048136
28,7/15/2017,29,1975.0799559999998,2932.810059,1808.9899899999998,2836.530029,2836.530029,3234078235,0.8139175886806684,0.43615959464478515
29,7/22/2017,30,2836.530029,2856.669922,2441.540039,2733.5,2733.5,2288326785,-0.29243307714848776,-0.036322558882383005
30,7/29/2017,31,2733.5,3344.01001,2621.679932,3262.800049,3262.800049,1929575883,-0.15677433151227127,0.1936345524053411
31,8/5/2017,32,3262.800049,3967.26001,3166.52002,3871.6201170000004,3871.6201170000004,2237426528,0.15954316578696592,0.18659435419176074
32,8/12/2017,33,3871.6201170000004,4487.5,3837.1298829999996,4150.450195,4150.450195,4146500541,0.8532454536983125,0.07201896611077041
33,8/19/2017,34,4150.450195,4461.709961,3612.209961,4352.299805,4352.299805,2582426238,-0.3772034484343264,0.04863318447795506
34,8/26/2017,35,4352.299805,4976.52002,4195.22998,4573.799805,4573.799805,2857236121,0.10641538525136385,0.05089263376239317
35,9/2/2017,36,4573.799805,4719.779785,4004.6201170000004,4335.129883,4335.129883,3829870913,0.3404110653828598,-0.052181978262163975
36,9/9/2017,37,4335.129883,4387.759765999999,2979.8798829999996,3698.919922,3698.919922,5273258017,0.37687617593078904,-0.14675683962662012
37,9/16/2017,38,3698.919922,4122.75,3485.830078,3788.0200200000004,3788.0200200000004,2981078485,-0.4346799501580315,0.02408813920789732
38,9/23/2017,39,3788.0200200000004,4383.27002,3633.8798829999996,4360.620117,4360.620117,2381673869,-0.20106971990708922,0.15116078953563705
39,9/30/2017,40,4360.620117,4477.379883,4143.350098,4435.810059,4435.810059,1920703089,-0.1935490773946934,0.0172429470998563
40,10/7/2017,41,4435.810059,5852.779785,4419.359863000001,5824.709961,5824.709961,4150419233,1.1608853845082767,0.3131107697413693
41,10/14/2017,42,5824.709961,6187.200195,5114.870117,6006.649902,6006.649902,3827953826,-0.07769465899639161,0.03123587993534449
42,10/21/2017,43,6006.649902,6070.560059,5375.640136999999,5726.609863000001,5726.609863000001,4159290336,0.08655708116161587,-0.046621668245848014
43,10/28/2017,44,5726.609863000001,7492.240234000001,5679.370117,7363.799805,7363.799805,6513748502,0.5660720882169261,0.28589164988835547
44,11/5/2017,45,7363.799805,7869.100098000001,6197.870117,6339.859863000001,6339.859863000001,7594241231,0.16587879140071848,-0.13905048604183223
45,11/12/2017,46,6339.870117,8000.189941,5493.640136999999,7780.910156,7780.910156,6820837677,-0.10184079363227694,0.22730002305099828
46,11/19/2017,47,7781.02002,8761.980469,7675.410156,8754.69043,8754.69043,4506447668,-0.3393116972720476,0.12514991877256176
47,11/26/2017,48,8754.620117,11417.83984,8746.55957,10912.73047,10912.73047,9232150515,1.048653661409832,0.246501010773033
48,12/3/2017,49,10912.719729999999,16879.25977,10578.42969,16850.31055,16850.31055,10433973700,0.13017803198153333,0.5440966489846786
